district,neighborhood,condition,type,rooms,area_m2,lift,views,floor,prices
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,new,Flat,2,69,Yes,exterior, floor 6,624000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,new,Flat,2,73,Yes,exterior, floor 2,648000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,new,Flat,2,70,Yes,exterior, floor 4,624000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,new,Flat,2,69,Yes,exterior, floor 5,616000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,new,Flat,2,70,Yes,exterior, floor 3,616000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,new,Flat,2,73,Yes,exterior, floor 2,639000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,new,Flat,2,69,Yes,exterior, floor 3,599000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,new,Flat,2,70,Yes,exterior, floor 2,607000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,new,Flat,2,73,Yes,exterior, floor 7,683000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,new,Flat,2,69,Yes,exterior, floor 2,591000
Sant Martí,el Parc i la Llacuna del Poblenou,new,Penthouse,1,108,Yes,exterior, floor 2,703000
Sant Martí,el Parc i la Llacuna del Poblenou,new,Penthouse,1,164,Yes,exterior, floor 2,986500
Sant Martí,el Parc i la Llacuna del Poblenou,new,Flat,1,153,Yes,exterior,ground floor,916000
Sant Martí,el Parc i la Llacuna del Poblenou,new,Penthouse,1,138,Yes,exterior, floor 2,826500
Sant Martí,el Parc i la Llacuna del Poblenou,new,Flat,1,105,Yes,exterior, floor 1,577000
Sant Martí,el Parc i la Llacuna del Poblenou,new,Flat,1,76,Yes,exterior, floor 1,496000
Sant Martí,el Parc i la Llacuna del Poblenou,new,Flat,1,115,Yes,exterior, floor 1,630000
Sant Martí,el Parc i la Llacuna del Poblenou,new,Penthouse,1,110,Yes,exterior, floor 2,717000
Sant Martí,el Parc i la Llacuna del Poblenou,new,Penthouse,1,151,Yes,exterior, floor 2,907500
Sant Martí,el Parc i la Llacuna del Poblenou,new,Flat,1,118,Yes,exterior, floor 1,648000
Sant Martí,el Parc i la Llacuna del Poblenou,new,Flat,1,103,Yes,exterior,ground floor,545000
Sant Martí,el Parc i la Llacuna del Poblenou,new,Flat,1,63,Yes,exterior, floor 1,410000
Sant Martí,el Parc i la Llacuna del Poblenou,new,Flat,1,75,Yes,exterior,ground floor,452500
Sant Martí,el Parc i la Llacuna del Poblenou,new,Flat,4,114,Yes,exterior, floor 5,596000
Sant Martí,el Parc i la Llacuna del Poblenou,new,Flat,2,67,Yes,exterior, floor 4,375000
Sant Martí,el Parc i la Llacuna del Poblenou,new,Flat,3,95,Yes,exterior, floor 3,499000
Sant Martí,el Parc i la Llacuna del Poblenou,new,Flat,4,119,Yes,exterior, floor 3,630000
Sant Andreu,Sant Andreu,new,Flat,4,91,Yes,exterior, floor 2,410000
Sant Andreu,Sant Andreu,new,Flat,3,88,Yes,exterior, floor 1,395000
Sant Andreu,Sant Andreu,new,Flat,3,87,Yes,exterior, floor 1,380000
Sant Andreu,Sant Andreu,new,Flat,4,114,Yes,exterior, floor 2,490000
Sant Andreu,Sant Andreu,new,Flat,4,109,Yes,exterior, floor 1,480000
Sant Andreu,Sant Andreu,new,Flat,3,84,Yes,exterior, floor 1,380000
Sant Andreu,Sant Andreu,new,Duplex,4,147,Yes,exterior,ground floor,520000
Sant Andreu,Sant Andreu,new,Duplex,3,120,Yes,exterior,ground floor,385000
Sant Andreu,Sant Andreu,new,Duplex,3,96,Yes,exterior,ground floor,360000
Sant Andreu,Sant Andreu,new,Duplex,4,114,Yes,exterior,ground floor,375000
Sant Andreu,Sant Andreu,new,Duplex,3,112,Yes,exterior,ground floor,420000
Horta-Guinardó,Horta,new,Flat,1,55,Yes,exterior,ground floor,162000
Sant Andreu,Sant Andreu,new,Flat,3,86,Yes,exterior, floor 4,445000
Sant Andreu,Sant Andreu,new,Flat,3,86,Yes,exterior, floor 3,410000
Sant Andreu,Sant Andreu,new,Flat,3,86,Yes,exterior, floor 2,405000
Sant Andreu,Sant Andreu,new,Flat,3,86,Yes,exterior, floor 1,400000
Sant Andreu,Sant Andreu,new,Flat,2,69,Yes,exterior, floor 4,385000
Sant Andreu,Sant Andreu,new,Flat,2,69,Yes,exterior, floor 3,350000
Sant Andreu,Sant Andreu,new,Flat,2,69,Yes,exterior, floor 2,345000
Sant Andreu,Sant Andreu,new,Flat,2,69,Yes,exterior, floor 1,340000
Eixample,la Sagrada Família,new,Flat,3,148,Yes,exterior, floor 4,745000
Horta-Guinardó,la Font d'en Fargues,new,Flat,3,112,Yes,exterior,ground floor,495000
Sant Martí,el Camp de l'Arpa del Clot,new,Duplex,3,104,Yes,exterior, floor 4,620000
Sant Martí,el Camp de l'Arpa del Clot,new,Duplex,3,104,Yes,exterior,ground floor,645000
Sant Martí,el Camp de l'Arpa del Clot,new,Flat,3,104,Yes,exterior, floor 1,429000
Sant Martí,el Camp de l'Arpa del Clot,new,Flat,3,91,Yes,exterior, floor 1,409000
Sant Martí,el Clot,new,Flat,3,95,Yes,exterior, floor 3,575000
Sant Martí,el Clot,new,Flat,3,95,Yes,exterior,ground floor,457000
Sant Martí,el Clot,new,Flat,2,83,Yes,exterior,ground floor,358000
Sant Martí,el Clot,new,Flat,2,82,Yes,exterior, floor 2,398000
Sant Martí,el Clot,new,Flat,3,91,Yes,exterior, floor 1,446000
Sant Martí,el Clot,new,Flat,3,91,Yes,exterior, floor 2,455000
Sant Martí,el Clot,new,Flat,2,81,Yes,exterior, floor 1,391000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,new,Flat,1,78,Yes,exterior, floor 2,495000
Horta-Guinardó,la Font d'en Fargues,new,Flat,3,115,Yes,exterior, floor 2,450000
Ciutat Vella,el Barri Gòtic,new,Penthouse,2,140,Yes,exterior, floor 5,650000
Ciutat Vella,el Barri Gòtic,new,Flat,2,100,Yes,exterior, floor 4,450000
Ciutat Vella,el Barri Gòtic,new,Flat,2,100,Yes,exterior, floor 3,450000
Sant Martí,el Poblenou,new,Flat,3,113,Yes,exterior, floor 3,750000
Sant Martí,el Poblenou,new,Flat,3,113,Yes,exterior, floor 2,750000
Sant Martí,el Poblenou,new,Flat,3,106,Yes,exterior, floor 1,690000
Horta-Guinardó,la Teixonera,new,Flat,2,53,Yes,exterior, floor 1,252920
Sants-Montjuïc,Sants - Badal,new,Flat,2,72,Yes,exterior, floor 2,340000
Sants-Montjuïc,Sants - Badal,new,Flat,3,92,Yes,exterior, floor 2,435000
Sants-Montjuïc,Sants - Badal,new,Flat,3,107,Yes,exterior, floor 2,493718
Sant Andreu,Navas,new,Flat,2,56,Yes,exterior, floor 4,282000
Sant Andreu,Navas,new,Flat,2,56,Yes,exterior, floor 3,272000
Sant Andreu,Navas,new,Flat,2,56,Yes,exterior, floor 4,286000
Sant Andreu,Navas,new,Flat,2,56,Yes,exterior, floor 3,268000
Sarrià-Sant Gervasi,les Tres Torres,new,Flat,2,145,Yes,exterior,ground floor,1210000
Sarrià-Sant Gervasi,les Tres Torres,new,Flat,2,198,Yes,exterior, floor 1,1940000
Sant Martí,el Poblenou,new,Flat,3,92,Yes,exterior, floor 3,606000
Sant Martí,el Poblenou,new,Flat,2,92,Yes,exterior, floor 2,690000
Sant Martí,el Poblenou,new,Flat,2,63,Yes,exterior,ground floor,296000
Sant Martí,el Poblenou,new,Flat,2,88,Yes,exterior, floor 2,650000
Sant Martí,el Poblenou,new,Flat,2,76,Yes,exterior,ground floor,398000
Horta-Guinardó,el Guinardó,new,Flat,2,61,Yes,exterior, floor 2,328000
Horta-Guinardó,el Guinardó,new,Flat,2,61,Yes,exterior, floor 1,298000
Horta-Guinardó,el Guinardó,new,Flat,3,85,Yes,exterior, floor 1,408000
Horta-Guinardó,el Guinardó,new,Flat,2,58,Yes,exterior, floor 4,398000
Horta-Guinardó,el Guinardó,new,Flat,2,61,Yes,exterior, floor 3,348000
Nou Barris,Vilapicina i la Torre Llobeta,new,Flat,1,29,Yes,exterior,ground floor,118000
Horta-Guinardó,el Carmel,new,Flat,2,75,Yes,exterior, floor 2,337000
Horta-Guinardó,el Carmel,new,Flat,2,75,Yes,exterior, floor 1,335000
Horta-Guinardó,el Carmel,new,Duplex,3,116,Yes,exterior,ground floor,395000
Sants-Montjuïc,la Marina de Port,new,Flat,4,118,Yes,exterior, floor 1,502000
Horta-Guinardó,Can Baró,new,Flat,2,74,Yes,exterior, floor 2,296500
Horta-Guinardó,Can Baró,new,Duplex,4,230,Yes,exterior,ground floor,599000
Horta-Guinardó,Can Baró,new,Flat,1,52,Yes,exterior, floor 1,201500
Horta-Guinardó,Can Baró,new,Flat,1,62,Yes,exterior, floor 1,225500
Horta-Guinardó,Can Baró,new,Flat,1,62,Yes,exterior, floor 2,235500
Horta-Guinardó,Can Baró,new,Flat,1,52,Yes,exterior, floor 2,209500
Sant Martí,Provençals del Poblenou,new,Flat,2,69,Yes,exterior, floor 2,435000
Sant Martí,la Vila Olímpica del Poblenou,new,Duplex,2,110,Yes,exterior, floor 6,795000
Sant Martí,la Vila Olímpica del Poblenou,new,Flat,1,63,Yes,exterior,ground floor,356000
Sants-Montjuïc,Sants,new,Flat,2,76,Yes,exterior, floor 1,340000
Nou Barris,Vilapicina i la Torre Llobeta,new,Flat,3,77,Yes,exterior,ground floor,268000
Nou Barris,Vilapicina i la Torre Llobeta,new,Flat,3,87,Yes,exterior, floor 2,312000
Nou Barris,Vilapicina i la Torre Llobeta,new,Flat,1,47,Yes,exterior,ground floor,156000
Nou Barris,Vilapicina i la Torre Llobeta,new,Penthouse,3,73,Yes,exterior, floor 3,358000
Gràcia,el Coll,new,Flat,3,72,Yes,exterior, floor 1,365000
Gràcia,el Coll,new,Flat,4,103,Yes,exterior, floor 2,465000
Nou Barris,Vilapicina i la Torre Llobeta,new,Flat,2,55,Yes,exterior, floor 3,267000
Nou Barris,Vilapicina i la Torre Llobeta,new,Flat,2,61,Yes,exterior, floor 2,274000
Nou Barris,Vilapicina i la Torre Llobeta,new,Flat,2,55,Yes,exterior, floor 2,260000
Nou Barris,Vilapicina i la Torre Llobeta,new,Flat,2,74,Yes,exterior,ground floor,347000
Sant Andreu,el Congrés i els Indians,new,Flat,3,90,Yes,exterior, floor 2,418000
Sant Andreu,el Congrés i els Indians,new,Flat,2,143,Yes,exterior,ground floor,455000
Sant Andreu,el Congrés i els Indians,new,Flat,3,98,Yes,exterior, floor 4,467000
Sant Andreu,el Congrés i els Indians,new,Flat,3,94,Yes,exterior, floor 4,458000
Sant Martí,el Poblenou,new,Flat,4,115,Yes,exterior, floor 1,601500
Sant Martí,el Clot,new,Flat,2,70,Yes,exterior,ground floor,285000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,new,Flat,1,70,Yes,exterior,ground floor,295000
Gràcia,la Vila de Gràcia,new,Flat,2,90,Yes,exterior,ground floor,622250
Gràcia,la Vila de Gràcia,new,Flat,1,71,Yes,exterior,ground floor,523450
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,new,Flat,3,73,Yes,exterior, floor 5,462000
Horta-Guinardó,el Guinardó,new,Duplex,4,187,Yes,exterior,ground floor,778000
Les Corts,les Corts,new,Flat,3,120,Yes,exterior, floor 1,820000
Gràcia,el Camp d'en Grassot i Gràcia Nova,new,Flat,2,75,Yes,exterior, floor 2,425000
Gràcia,el Camp d'en Grassot i Gràcia Nova,new,Flat,2,75,Yes,exterior, floor 4,450000
Gràcia,el Camp d'en Grassot i Gràcia Nova,new,Flat,2,74,Yes,exterior, floor 4,445000
Gràcia,el Camp d'en Grassot i Gràcia Nova,new,Flat,2,75,Yes,exterior, floor 3,440000
Sant Martí,el Poblenou,new,Flat,4,113,Yes,exterior, floor 1,705000
Horta-Guinardó,el Guinardó,new,Duplex,2,62,Yes,exterior, floor 2,305000
Horta-Guinardó,el Guinardó,new,Flat,1,45,Yes,exterior, floor 1,240000
Horta-Guinardó,el Guinardó,new,Flat,1,45,Yes,exterior, floor 2,250000
Horta-Guinardó,el Guinardó,new,Flat,2,63,Yes,exterior, floor 2,315000
Horta-Guinardó,el Guinardó,new,Flat,2,63,Yes,exterior, floor 1,305000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,new,Flat,3,90,Yes,exterior, floor 1,650000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,new,Flat,3,130,Yes,exterior,ground floor,1125000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,new,Flat,4,146,Yes,exterior, floor 2,1195000
Gràcia,la Vila de Gràcia,new,Flat,3,92,Yes,exterior, floor 1,442000
Sant Martí,el Poblenou,new,Flat,2,63,Yes,exterior, floor 2,394000
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,new,Flat,2,70,Yes,exterior, floor 1,371000
Ciutat Vella,el Barri Gòtic,new,Flat,2,79,Yes,exterior, floor 2,638000
Ciutat Vella,el Barri Gòtic,new,Flat,2,69,Yes,exterior, floor 2,571000
Ciutat Vella,el Barri Gòtic,new,Flat,2,79,Yes,exterior, floor 2,661000
Ciutat Vella,el Barri Gòtic,new,Flat,2,59,Yes,exterior, floor 2,510000
Ciutat Vella,el Barri Gòtic,new,Flat,3,88,Yes,exterior, floor 2,694000
Ciutat Vella,el Barri Gòtic,new,Flat,2,79,Yes,exterior,mezzanine,483000
Ciutat Vella,el Barri Gòtic,new,Flat,2,71,Yes,exterior,mezzanine,431000
Ciutat Vella,el Barri Gòtic,new,Flat,2,82,Yes,exterior,mezzanine,498000
Ciutat Vella,el Barri Gòtic,new,Flat,2,56,Yes,exterior,mezzanine,357000
Ciutat Vella,el Barri Gòtic,new,Flat,2,90,Yes,exterior,mezzanine,533000
Les Corts,les Corts,new,Flat,2,72,Yes,exterior, floor 2,510000
Sarrià-Sant Gervasi,Sarrià,new,Flat,4,154,Yes,exterior, floor 1,1253000
Sarrià-Sant Gervasi,Sarrià,new,Flat,3,117,Yes,exterior, floor 1,978000
Sarrià-Sant Gervasi,Sarrià,new,Flat,2,86,Yes,exterior,ground floor,545000
Horta-Guinardó,la Font d'en Fargues,new,Flat,2,68,Yes,exterior, floor 1,320000
Horta-Guinardó,la Font d'en Fargues,new,Flat,4,130,Yes,exterior, floor 2,584000
Sant Martí,el Camp de l'Arpa del Clot,new,Duplex,3,102,Yes,exterior, floor 4,595000
Sant Martí,el Camp de l'Arpa del Clot,new,Flat,2,52,Yes,exterior, floor 1,305000
Sant Martí,el Camp de l'Arpa del Clot,new,Flat,2,52,Yes,exterior, floor 2,300000
Sant Martí,el Camp de l'Arpa del Clot,new,Flat,2,52,Yes,exterior, floor 3,305000
Sant Martí,el Camp de l'Arpa del Clot,new,Flat,2,52,Yes,exterior, floor 2,310000
Sant Martí,el Camp de l'Arpa del Clot,new,Flat,2,52,Yes,exterior, floor 3,315000
Sant Martí,el Camp de l'Arpa del Clot,new,Flat,2,52,Yes,exterior, floor 1,295000
Les Corts,les Corts,new,Flat,2,72,Yes,interior, floor 1,495000
Les Corts,les Corts,new,Duplex,3,125,Yes,interior,ground floor,795000
Eixample,la Nova Esquerra de l'Eixample,new,Flat,2,129,Yes,exterior,ground floor,758000
Les Corts,les Corts,new,Flat,4,127,Yes,exterior, floor 1,977500
Les Corts,les Corts,new,Flat,2,81,Yes,exterior,ground floor,634500
Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,new,Flat,1,47,Yes,exterior,ground floor,200000
Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,new,Flat,1,72,Yes,exterior,ground floor,300000
Sant Martí,el Parc i la Llacuna del Poblenou,new,Flat,1,81,Yes,exterior,ground floor,445500
Horta-Guinardó,el Guinardó,new,Flat,2,58,Yes,exterior, floor 1,224000
Les Corts,les Corts,new,Flat,4,143,Yes,exterior, floor 3,995000
Eixample,la Nova Esquerra de l'Eixample,needs refurb,Flat,4,92,Yes,exterior, floor 3,460000
Horta-Guinardó,la Font d'en Fargues,needs refurb,Terraced,6,174,No,exterior,Multiple,299000
Eixample,la Dreta de l'Eixample,needs refurb,Flat,5,183,Yes,exterior, floor 3,725000
Eixample,la Dreta de l'Eixample,needs refurb,Flat,6,183,Yes,exterior, floor 3,725000
Sant Martí,el Camp de l'Arpa del Clot,needs refurb,Flat,3,99,Yes,exterior, floor 4,340000
Eixample,la Dreta de l'Eixample,needs refurb,Flat,4,196,Yes,exterior, floor 1,595000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Flat,5,210,Yes,exterior, floor 1,749000
Les Corts,les Corts,needs refurb,Flat,4,113,Yes,exterior, floor 3,475000
Eixample,la Dreta de l'Eixample,needs refurb,Flat,5,192,Yes,exterior, floor 1,990000
Eixample,la Dreta de l'Eixample,needs refurb,Penthouse,4,190,Yes,exterior, floor 7,1175000
Eixample,l'Antiga Esquerra de l'Eixample,needs refurb,Flat,3,85,Yes,interior,mezzanine,265000
Eixample,la Nova Esquerra de l'Eixample,needs refurb,Flat,3,92,Yes,exterior, floor 5,395000
Ciutat Vella,el Barri Gòtic,needs refurb,Flat,5,175,Yes,exterior, floor 1,680000
Sarrià-Sant Gervasi,Sarrià,needs refurb,Flat,5,143,Yes,exterior, floor 1,638000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Flat,4,139,Yes,exterior, floor 4,695000
Eixample,la Dreta de l'Eixample,needs refurb,Flat,4,110,No,exterior, floor 1,550000
Sants-Montjuïc,Sants,needs refurb,Flat,4,72,No,exterior, floor 1,229000
Nou Barris,Porta,needs refurb,Flat,3,71,Yes,exterior, floor 4,230000
Eixample,Sant Antoni,needs refurb,Flat,3,79,Yes,exterior, floor 5,345000
Eixample,la Sagrada Família,needs refurb,Flat,3,110,Yes,exterior,mezzanine,525000
Eixample,la Sagrada Família,needs refurb,Penthouse,2,83,Yes,exterior, floor 3,390000
Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,needs refurb,Flat,4,100,Yes,interior, floor 3,350000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Penthouse,4,202,Yes,exterior, floor 8,950000
Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,needs refurb,Flat,5,247,Yes,exterior, floor 2,1250000
Eixample,l'Antiga Esquerra de l'Eixample,needs refurb,Flat,4,170,Yes,exterior, floor 3,730000
Les Corts,Pedralbes,needs refurb,Flat,3,62,Yes,exterior, floor 6,385000
Les Corts,Pedralbes,needs refurb,Flat,3,73,Yes,exterior, floor 8,430000
Eixample,la Dreta de l'Eixample,needs refurb,Flat,5,200,Yes,exterior, floor 4,1200000
Eixample,el Fort Pienc,needs refurb,Flat,6,145,Yes,exterior, floor 4,530000
Les Corts,la Maternitat i Sant Ramon,needs refurb,Flat,4,80,Yes,exterior, floor 5,340000
Les Corts,Pedralbes,needs refurb,Flat,5,297,Yes,exterior, floor 2,1550000
Sarrià-Sant Gervasi,Sarrià,needs refurb,House,4,262,No,exterior,Multiple,1350000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Flat,3,124,Yes,exterior, floor 4,759000
Horta-Guinardó,Horta,needs refurb,Detached,5,161,No,exterior,Multiple,490000
Sant Martí,el Clot,needs refurb,Flat,3,77,Yes,exterior, floor 4,255000
Gràcia,la Vila de Gràcia,needs refurb,Flat,2,74,No,exterior, floor 1,325000
Sant Martí,el Poblenou,needs refurb,Detached,4,150,No,exterior,Multiple,360000
Eixample,la Dreta de l'Eixample,needs refurb,Flat,7,212,Yes,exterior, floor 2,1650000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Flat,5,285,Yes,exterior, floor 2,1780000
Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,needs refurb,Flat,5,200,Yes,exterior, floor 6,895000
Les Corts,Pedralbes,needs refurb,House,6,800,No,exterior,Multiple,6500000
Les Corts,Pedralbes,needs refurb,House,10,790,No,exterior,Multiple,4600000
Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,needs refurb,Flat,5,140,Yes,exterior, floor 8,670000
Eixample,la Dreta de l'Eixample,needs refurb,Flat,6,155,Yes,exterior, floor 5,755000
Horta-Guinardó,el Guinardó,needs refurb,Flat,3,81,No,exterior, floor 3,192000
Sant Martí,Provençals del Poblenou,needs refurb,Flat,4,79,Yes,exterior, floor 4,195000
Sarrià-Sant Gervasi,les Tres Torres,needs refurb,Duplex,7,435,Yes,exterior, floor 4,1850000
Horta-Guinardó,la Font d'en Fargues,needs refurb,Terraced,1,47,No,exterior,Multiple,185000
Sarrià-Sant Gervasi,el Putxet i el Farró,needs refurb,Flat,3,143,Yes,exterior, floor 4,730000
Gràcia,la Vila de Gràcia,needs refurb,Flat,3,72,No,exterior, floor 4,240000
Eixample,l'Antiga Esquerra de l'Eixample,needs refurb,Flat,3,97,Yes,exterior, floor 3,350000
Gràcia,Vallcarca i els Penitents,needs refurb,Detached,7,391,No,exterior,Multiple,1050000
Sant Andreu,Sant Andreu,needs refurb,Flat,3,64,Yes,exterior, floor 3,186000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Flat,3,142,Yes,exterior, floor 5,800000
Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,needs refurb,Flat,3,118,Yes,exterior, floor 3,670000
Gràcia,la Vila de Gràcia,needs refurb,Flat,3,91,Yes,exterior, floor 5,389000
Gràcia,el Camp d'en Grassot i Gràcia Nova,needs refurb,Penthouse,3,83,Yes,exterior, floor 4,420000
Horta-Guinardó,Horta,needs refurb,Flat,5,192,Yes,exterior, floor 1,450000
Les Corts,Pedralbes,needs refurb,Duplex,5,279,Yes,exterior, floor 2,1550000
Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,needs refurb,Penthouse,2,200,Yes,exterior, floor 7,1780000
Gràcia,la Vila de Gràcia,needs refurb,Flat,4,72,No,exterior, floor 2,225000
Sants-Montjuïc,Sants - Badal,needs refurb,Flat,3,61,Yes,exterior, floor 4,175000
Les Corts,Pedralbes,needs refurb,House,5,660,No,exterior,Multiple,6900000
Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,needs refurb,House,7,730,No,exterior,Multiple,4500000
Sarrià-Sant Gervasi,Sarrià,needs refurb,House,6,512,No,exterior,Multiple,3900000
Sarrià-Sant Gervasi,Vallvidrera - el Tibidabo i les Planes,needs refurb,House,5,358,No,exterior,Multiple,1880000
Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,needs refurb,Flat,3,62,Yes,exterior, floor 1,190000
Nou Barris,Porta,needs refurb,Flat,3,65,Yes,interior, floor 1,145000
Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,needs refurb,Flat,5,240,Yes,exterior, floor 3,1625000
Les Corts,Pedralbes,needs refurb,Flat,6,360,Yes,exterior, floor 4,1800000
Ciutat Vella,el Barri Gòtic,needs refurb,Flat,4,114,Yes,exterior, floor 2,340000
Gràcia,el Camp d'en Grassot i Gràcia Nova,needs refurb,Flat,2,63,Yes,exterior, floor 2,265000
Eixample,la Sagrada Família,needs refurb,Flat,4,77,Yes,exterior, floor 6,255000
Eixample,la Nova Esquerra de l'Eixample,needs refurb,Flat,4,97,Yes,exterior, floor 5,445000
Les Corts,Pedralbes,needs refurb,Penthouse,7,331,Yes,exterior, floor 5,2500000
Gràcia,el Coll,needs refurb,Flat,3,68,Yes,exterior,ground floor,149000
Ciutat Vella,el Barri Gòtic,needs refurb,Flat,4,113,Yes,exterior, floor 3,450000
Eixample,la Sagrada Família,needs refurb,Flat,4,70,Yes,exterior, floor 6,255000
Sant Andreu,Navas,needs refurb,Flat,4,95,Yes,exterior, floor 7,295000
Eixample,l'Antiga Esquerra de l'Eixample,needs refurb,Flat,3,96,Yes,exterior, floor 1,570000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Flat,3,98,Yes,exterior, floor 4,410000
Sants-Montjuïc,Hostafrancs,needs refurb,Flat,2,70,Yes,exterior,ground floor,162000
Eixample,la Dreta de l'Eixample,needs refurb,Flat,8,630,Yes,exterior, floor 1,2520000
Eixample,la Nova Esquerra de l'Eixample,needs refurb,Flat,3,90,Yes,exterior, floor 1,340000
Gràcia,la Salut,needs refurb,Flat,4,89,Yes,exterior, floor 8,315000
Gràcia,la Vila de Gràcia,needs refurb,Flat,3,83,Yes,exterior,mezzanine,335000
Eixample,la Dreta de l'Eixample,needs refurb,Flat,3,150,Yes,exterior, floor 3,1495000
Gràcia,la Vila de Gràcia,needs refurb,Flat,1,54,Yes,exterior, floor 1,280000
Les Corts,Pedralbes,needs refurb,Duplex,8,447,Yes,exterior, floor 5,2500000
Horta-Guinardó,el Guinardó,needs refurb,Flat,4,89,Yes,exterior, floor 1,259500
Sant Martí,el Poblenou,needs refurb,Duplex,3,185,No,exterior,ground floor,475000
Sant Martí,el Besòs i el Maresme,needs refurb,Flat,3,72,Yes,exterior, floor 10,150000
